time(s):3000

task_number:90

edge_number:10

limit:10

task information:
req_u2e_size:270000
process_loading:1080000
req_e2u_size:96

Episode:  0 Reward: 192664###  r_var: 1.00 b_var: 1.00 
Episode: 89 Reward: 194965###  r_var: 0.66 b_var: 0.66 
Episode: 90 Reward: 195504###  r_var: 0.66 b_var: 0.66 
Episode: 91 Reward: 195019###  r_var: 0.64 b_var: 0.64 
Episode: 92 Reward: 195209###  r_var: 0.64 b_var: 0.64 
Episode: 93 Reward: 194571###  r_var: 0.64 b_var: 0.64 
Episode: 94 Reward: 195007###  r_var: 0.64 b_var: 0.64 
Episode: 95 Reward: 194311###  r_var: 0.64 b_var: 0.64 
Episode: 96 Reward: 195285###  r_var: 0.64 b_var: 0.64 
Episode: 97 Reward: 195156###  r_var: 0.64 b_var: 0.64 
Episode: 98 Reward: 194704###  r_var: 0.64 b_var: 0.64 
Episode: 99 Reward: 195137###  r_var: 0.64 b_var: 0.64 
Episode:100 Reward: 195047###  r_var: 0.64 b_var: 0.64 
Episode:101 Reward: 194567###  r_var: 0.64 b_var: 0.64 
Episode:102 Reward: 194726###  r_var: 0.64 b_var: 0.64 
Episode:103 Reward: 195099###  r_var: 0.64 b_var: 0.64 
Episode:104 Reward: 194254###  r_var: 0.64 b_var: 0.64 
Episode:105 Reward: 194759###  r_var: 0.64 b_var: 0.64 
Episode:106 Reward: 194043###  r_var: 0.64 b_var: 0.64 
Episode:107 Reward: 194553###  r_var: 0.64 b_var: 0.64 
Episode:108 Reward: 195212###  r_var: 0.64 b_var: 0.64 
Episode:109 Reward: 195096###  r_var: 0.64 b_var: 0.64 
Episode:110 Reward: 194909###  r_var: 0.64 b_var: 0.64 
Episode:111 Reward: 195189###  r_var: 0.64 b_var: 0.64 
Episode:112 Reward: 194869###  r_var: 0.64 b_var: 0.64 
Episode:113 Reward: 195700###  r_var: 0.64 b_var: 0.64 
Episode:114 Reward: 195121###  r_var: 0.64 b_var: 0.64 
Episode:115 Reward: 194466###  r_var: 0.64 b_var: 0.64 
Episode:116 Reward: 194632###  r_var: 0.64 b_var: 0.64 
Episode:117 Reward: 195278###  r_var: 0.64 b_var: 0.64 
Episode:118 Reward: 195438###  r_var: 0.64 b_var: 0.64 
Episode:119 Reward: 194593###  r_var: 0.64 b_var: 0.64 
Episode:120 Reward: 194288###  r_var: 0.64 b_var: 0.64 
the mean of the rewards:194874.6

the standard deviation of the rewards:384.28024496019395

the range of the rewards:1657

