time(s):3000

task_number:90

edge_number:10

limit:10

task information:
req_u2e_size:270000
process_loading:1080000
req_e2u_size:96

Episode:  0 Reward: 191893###  r_var: 1.00 b_var: 1.00 
Episode: 89 Reward: 195374###  r_var: 0.66 b_var: 0.66 
Episode: 90 Reward: 194511###  r_var: 0.66 b_var: 0.66 
Episode: 91 Reward: 195434###  r_var: 0.66 b_var: 0.66 
Episode: 92 Reward: 194496###  r_var: 0.66 b_var: 0.66 
Episode: 93 Reward: 195254###  r_var: 0.64 b_var: 0.64 
Episode: 94 Reward: 194678###  r_var: 0.64 b_var: 0.64 
Episode: 95 Reward: 195214###  r_var: 0.64 b_var: 0.64 
Episode: 96 Reward: 195247###  r_var: 0.64 b_var: 0.64 
Episode: 97 Reward: 194731###  r_var: 0.64 b_var: 0.64 
Episode: 98 Reward: 195477###  r_var: 0.62 b_var: 0.62 
Episode: 99 Reward: 194639###  r_var: 0.62 b_var: 0.62 
Episode:100 Reward: 195287###  r_var: 0.62 b_var: 0.62 
Episode:101 Reward: 195270###  r_var: 0.62 b_var: 0.62 
Episode:102 Reward: 196169###  r_var: 0.62 b_var: 0.62 
Episode:103 Reward: 195551###  r_var: 0.60 b_var: 0.60 
Episode:104 Reward: 195011###  r_var: 0.60 b_var: 0.60 
Episode:105 Reward: 195317###  r_var: 0.60 b_var: 0.60 
Episode:106 Reward: 195517###  r_var: 0.60 b_var: 0.60 
Episode:107 Reward: 195149###  r_var: 0.60 b_var: 0.60 
Episode:108 Reward: 195130###  r_var: 0.60 b_var: 0.60 
Episode:109 Reward: 195284###  r_var: 0.60 b_var: 0.60 
Episode:110 Reward: 194793###  r_var: 0.60 b_var: 0.60 
Episode:111 Reward: 196678###  r_var: 0.60 b_var: 0.60 
Episode:112 Reward: 195557###  r_var: 0.58 b_var: 0.58 
Episode:113 Reward: 196244###  r_var: 0.58 b_var: 0.58 
Episode:114 Reward: 196413###  r_var: 0.58 b_var: 0.58 
Episode:115 Reward: 196275###  r_var: 0.58 b_var: 0.58 
Episode:116 Reward: 195840###  r_var: 0.58 b_var: 0.58 
Episode:117 Reward: 196120###  r_var: 0.57 b_var: 0.57 
Episode:118 Reward: 196280###  r_var: 0.57 b_var: 0.57 
Episode:119 Reward: 195162###  r_var: 0.57 b_var: 0.57 
Episode:120 Reward: 196660###  r_var: 0.57 b_var: 0.57 
Episode:121 Reward: 195831###  r_var: 0.57 b_var: 0.57 
Episode:122 Reward: 196178###  r_var: 0.57 b_var: 0.57 
Episode:123 Reward: 195369###  r_var: 0.57 b_var: 0.57 
Episode:124 Reward: 196499###  r_var: 0.57 b_var: 0.57 
Episode:125 Reward: 196199###  r_var: 0.57 b_var: 0.57 
Episode:126 Reward: 196402###  r_var: 0.57 b_var: 0.57 
Episode:127 Reward: 195800###  r_var: 0.57 b_var: 0.57 
Episode:128 Reward: 195592###  r_var: 0.55 b_var: 0.55 
Episode:129 Reward: 195950###  r_var: 0.55 b_var: 0.55 
Episode:130 Reward: 196247###  r_var: 0.55 b_var: 0.55 
Episode:131 Reward: 195774###  r_var: 0.55 b_var: 0.55 
Episode:132 Reward: 195422###  r_var: 0.55 b_var: 0.55 
Episode:133 Reward: 195977###  r_var: 0.55 b_var: 0.55 
Episode:134 Reward: 195873###  r_var: 0.55 b_var: 0.55 
Episode:135 Reward: 194500###  r_var: 0.55 b_var: 0.55 
Episode:136 Reward: 196626###  r_var: 0.55 b_var: 0.55 
Episode:137 Reward: 196183###  r_var: 0.55 b_var: 0.55 
Episode:138 Reward: 196512###  r_var: 0.55 b_var: 0.55 
Episode:139 Reward: 194288###  r_var: 0.55 b_var: 0.55 
Episode:140 Reward: 196350###  r_var: 0.55 b_var: 0.55 
Episode:141 Reward: 196601###  r_var: 0.55 b_var: 0.55 
Episode:142 Reward: 196958###  r_var: 0.55 b_var: 0.55 
Episode:143 Reward: 196878###  r_var: 0.55 b_var: 0.55 
Episode:144 Reward: 196717###  r_var: 0.53 b_var: 0.53 
Episode:145 Reward: 195323###  r_var: 0.53 b_var: 0.53 
Episode:146 Reward: 197369###  r_var: 0.53 b_var: 0.53 
Episode:147 Reward: 196502###  r_var: 0.53 b_var: 0.53 
Episode:148 Reward: 196308###  r_var: 0.53 b_var: 0.53 
Episode:149 Reward: 195775###  r_var: 0.53 b_var: 0.53 
Episode:150 Reward: 196799###  r_var: 0.53 b_var: 0.53 
Episode:151 Reward: 197027###  r_var: 0.53 b_var: 0.53 
Episode:152 Reward: 197403###  r_var: 0.53 b_var: 0.53 
Episode:153 Reward: 196524###  r_var: 0.52 b_var: 0.52 
Episode:154 Reward: 196515###  r_var: 0.52 b_var: 0.52 
Episode:155 Reward: 197355###  r_var: 0.52 b_var: 0.52 
Episode:156 Reward: 197481###  r_var: 0.52 b_var: 0.52 
Episode:157 Reward: 195668###  r_var: 0.52 b_var: 0.52 
Episode:158 Reward: 197400###  r_var: 0.50 b_var: 0.50 
Episode:159 Reward: 196777###  r_var: 0.50 b_var: 0.50 
Episode:160 Reward: 197150###  r_var: 0.50 b_var: 0.50 
Episode:161 Reward: 197150###  r_var: 0.50 b_var: 0.50 
Episode:162 Reward: 197156###  r_var: 0.50 b_var: 0.50 
Episode:163 Reward: 197207###  r_var: 0.49 b_var: 0.49 
Episode:164 Reward: 197488###  r_var: 0.49 b_var: 0.49 
