time(s):3000

task_number:90

edge_number:10

limit:10

task information:
req_u2e_size:270000
process_loading:1080000
req_e2u_size:96

Episode:  0 Reward: 191922###  r_var: 1.00 b_var: 1.00 
Episode:  1 Reward: 191776###  r_var: 1.00 b_var: 1.00 
Episode:  2 Reward: 192231###  r_var: 1.00 b_var: 1.00 
Episode:  3 Reward: 190285###  r_var: 1.00 b_var: 1.00 
Episode:  4 Reward: 191567###  r_var: 1.00 b_var: 1.00 
Episode:  5 Reward: 191494###  r_var: 0.97 b_var: 0.97 
Episode:  6 Reward: 190940###  r_var: 0.97 b_var: 0.97 
Episode:  7 Reward: 192771###  r_var: 0.97 b_var: 0.97 
Episode:  8 Reward: 190604###  r_var: 0.97 b_var: 0.97 
Episode:  9 Reward: 191481###  r_var: 0.97 b_var: 0.97 
Episode: 10 Reward: 192407###  r_var: 0.97 b_var: 0.97 
Episode: 11 Reward: 192432###  r_var: 0.94 b_var: 0.94 
Episode: 12 Reward: 190321###  r_var: 0.94 b_var: 0.94 
Episode: 13 Reward: 192680###  r_var: 0.94 b_var: 0.94 
Episode: 14 Reward: 191922###  r_var: 0.94 b_var: 0.94 
Episode: 15 Reward: 192079###  r_var: 0.94 b_var: 0.94 
Episode: 16 Reward: 192112###  r_var: 0.94 b_var: 0.94 
Episode: 17 Reward: 192162###  r_var: 0.91 b_var: 0.91 
Episode: 18 Reward: 193158###  r_var: 0.91 b_var: 0.91 
Episode: 19 Reward: 192989###  r_var: 0.91 b_var: 0.91 
Episode: 20 Reward: 193310###  r_var: 0.91 b_var: 0.91 
Episode: 21 Reward: 192719###  r_var: 0.91 b_var: 0.91 
Episode: 22 Reward: 192250###  r_var: 0.89 b_var: 0.89 
Episode: 23 Reward: 193485###  r_var: 0.89 b_var: 0.89 
Episode: 24 Reward: 193078###  r_var: 0.89 b_var: 0.89 
Episode: 25 Reward: 193557###  r_var: 0.89 b_var: 0.89 
Episode: 26 Reward: 193361###  r_var: 0.89 b_var: 0.89 
Episode: 27 Reward: 192659###  r_var: 0.86 b_var: 0.86 
Episode: 28 Reward: 193278###  r_var: 0.86 b_var: 0.86 
Episode: 29 Reward: 193660###  r_var: 0.86 b_var: 0.86 
Episode: 30 Reward: 192447###  r_var: 0.86 b_var: 0.86 
Episode: 31 Reward: 192998###  r_var: 0.86 b_var: 0.86 
Episode: 32 Reward: 193161###  r_var: 0.86 b_var: 0.86 
Episode: 33 Reward: 192998###  r_var: 0.86 b_var: 0.86 
Episode: 34 Reward: 193183###  r_var: 0.86 b_var: 0.86 
Episode: 35 Reward: 192899###  r_var: 0.86 b_var: 0.86 
Episode: 36 Reward: 194302###  r_var: 0.86 b_var: 0.86 
Episode: 37 Reward: 193204###  r_var: 0.86 b_var: 0.86 
Episode: 38 Reward: 192784###  r_var: 0.84 b_var: 0.84 
Episode: 39 Reward: 194039###  r_var: 0.84 b_var: 0.84 
Episode: 40 Reward: 193947###  r_var: 0.84 b_var: 0.84 
Episode: 41 Reward: 192936###  r_var: 0.84 b_var: 0.84 
Episode: 42 Reward: 192200###  r_var: 0.84 b_var: 0.84 
Episode: 43 Reward: 193174###  r_var: 0.84 b_var: 0.84 
Episode: 44 Reward: 194045###  r_var: 0.84 b_var: 0.84 
Episode: 45 Reward: 193376###  r_var: 0.84 b_var: 0.84 
Episode: 46 Reward: 192737###  r_var: 0.84 b_var: 0.84 
Episode: 47 Reward: 193271###  r_var: 0.84 b_var: 0.84 
Episode: 48 Reward: 193328###  r_var: 0.84 b_var: 0.84 
Episode: 49 Reward: 193578###  r_var: 0.84 b_var: 0.84 
Episode: 50 Reward: 192928###  r_var: 0.84 b_var: 0.84 
Episode: 51 Reward: 193704###  r_var: 0.84 b_var: 0.84 
Episode: 52 Reward: 193176###  r_var: 0.84 b_var: 0.84 
Episode: 53 Reward: 193734###  r_var: 0.84 b_var: 0.84 
Episode: 54 Reward: 193838###  r_var: 0.84 b_var: 0.84 
Episode: 55 Reward: 192766###  r_var: 0.81 b_var: 0.81 
Episode: 56 Reward: 192816###  r_var: 0.81 b_var: 0.81 
